iter	Passed	Remaining
1240	55740	79006
1241	55782	78957
1242	55832	78920
1243	55871	78867
1244	55918	78824
1245	55962	78779
1246	56006	78732
1247	56054	78691
1248	56099	78647
1249	56139	78594
1250	56183	78548
1251	56227	78502
1252	56270	78454
1253	56314	78408
1254	56359	78363
1255	56408	78325
1256	56454	78282
1257	56496	78233
1258	56545	78194
1259	56592	78151
1260	56636	78105
1261	56682	78061
1262	56728	78018
1263	56771	77970
1264	56816	77925
1265	56861	77881
1266	56906	77836
1267	56945	77783
1268	56993	77742
1269	57035	77694
1270	57082	77651
1271	57124	77603
1272	57169	77558
1273	57211	77509
1274	57257	77465
1275	57301	77420
1276	57343	77370
1277	57388	77326
1278	57433	77282
1279	57477	77235
1280	57523	77191
1281	57567	77146
1282	57614	77103
1283	57656	77054
1284	57701	77009
1285	57744	76962
1286	57787	76915
1287	57834	76872
1288	57875	76822
1289	57920	76778
1290	57961	76728
1291	58011	76690
1292	58055	76643
1293	58097	76595
1294	58146	76556
1295	58193	76513
1296	58239	76469
1297	58281	76421
1298	58329	76380
1299	58371	76332
1300	58415	76285
1301	58463	76244
1302	58510	76202
1303	58558	76161
1304	58605	76119
1305	58651	76076
1306	58692	76026
1307	58739	75984
1308	58781	75935
1309	58827	75892
1310	58871	75845
1311	58895	75774
1312	58943	75733
1313	58990	75691
1314	59032	75641
1315	59078	75598
1316	59119	75549
1317	59165	75506
1318	59210	75460
1319	59253	75413
1320	59299	75369
1321	59343	75323
1322	59384	75273
1323	59431	75232
1324	59476	75187
1325	59517	75137
1326	59566	75097
1327	59610	75051
1328	59667	75022
1329	59714	74980
1330	59757	74932
1331	59804	74890
1332	59847	74842
1333	59889	74795
1334	59933	74748
1335	59984	74710
1336	60028	74664
1337	60070	74616
1338	60116	74573
1339	60159	74526
1340	60206	74483
1341	60252	74439
1342	60301	74400
1343	60348	74358
1344	60394	74314
1345	60440	74270
1346	60485	74225
1347	60528	74179
1348	60570	74130
1349	60618	74089
1350	60661	74041
1351	60706	73997
1352	60752	73954
1353	60795	73905
1354	60838	73859
1355	60881	73811
1356	60926	73767
1357	60975	73727
1358	61021	73683
1359	61065	73637
1360	61110	73593
1361	61153	73546
1362	61193	73495
1363	61240	73452
1364	61282	73404
1365	61328	73360
1366	61370	73312
1367	61412	73264
1368	61458	73220
1369	61505	73177
1370	61548	73131
1371	61595	73087
1372	61638	73041
1373	61679	72992
1374	61732	72957
1375	61777	72912
1376	61825	72870
1377	61871	72827
1378	61916	72782
1379	61963	72739
1380	62009	72696
1381	62062	72661
1382	62118	72628
1383	62165	72586
1384	62222	72555
1385	62267	72510
1386	62317	72471
1387	62364	72429
1388	62411	72386
1389	62457	72342
1390	62511	72308
1391	62560	72268
1392	62616	72236
1393	62656	72185
1394	62699	72138
1395	62746	72095
1396	62791	72051
1397	62840	72010
1398	62882	71962
1399	62926	71916
1400	62969	71869
1401	63017	71827
1402	63061	71781
1403	63110	71740
1404	63156	71697
1405	63196	71646
1406	63243	71603
1407	63289	71560
1408	63335	71516
1409	63385	71477
1410	63432	71434
1411	63476	71388
1412	63523	71346
1413	63569	71301
1414	63615	71257
1415	63659	71211
1416	63704	71167
1417	63749	71122
1418	63794	71077
1419	63838	71031
1420	63878	70981
1421	63928	70941
1422	63973	70896
1423	64021	70855
1424	64066	70810
1425	64114	70768
1426	64159	70724
1427	64199	70673
1428	64245	70630
1429	64291	70586
1430	64334	70538
1431	64374	70488
1432	64420	70444
1433	64464	70398
1434	64506	70350
1435	64556	70310
1436	64604	70269
1437	64650	70225
1438	64694	70179
1439	64742	70137
1440	64786	70092
1441	64829	70044
1442	64873	69999
1443	64916	69951
1444	64962	69907
1445	65006	69861
1446	65054	69819
1447	65098	69773
1448	65139	69724
1449	65187	69683
1450	65229	69635
1451	65275	69591
1452	65315	69541
1453	65361	69496
1454	65403	69449
1455	65452	69408
1456	65501	69367
1457	65546	69323
1458	65592	69279
1459	65636	69233
1460	65682	69189
1461	65731	69148
1462	65777	69104
1463	65821	69058
1464	65865	69012
1465	65901	68958
1466	65947	68914
1467	65994	68871
1468	66037	68824
1469	66080	68778
1470	66125	68732
1471	66168	68685
1472	66216	68643
1473	66259	68597
1474	66302	68550
1475	66348	68506
1476	66392	68460
1477	66436	68414
1478	66483	68371
1479	66535	68333
1480	66581	68290
1481	66625	68244
1482	66669	68197
1483	66712	68150
1484	66758	68107
1485	66801	68060
1486	66840	68009
1487	66887	67966
1488	66932	67921
1489	66979	67878
1490	67024	67833
1491	67069	67788
1492	67116	67745
1493	67157	67696
1494	67201	67650
1495	67243	67603
1496	67291	67560
1497	67332	67512
1498	67376	67466
1499	67418	67418
1500	67458	67368
1501	67507	67327
1502	67550	67281
1503	67599	67239
1504	67652	67202
1505	67722	67182
1506	67774	67144
1507	67821	67101
1508	67873	67063
1509	67921	67021
1510	67969	66979
1511	68017	66937
1512	68063	66893
1513	68111	66851
1514	68157	66807
1515	68206	66766
1516	68253	66724
1517	68313	66693
1518	68361	66651
1519	68407	66607
1520	68449	66559
1521	68500	66520
1522	68543	66472
1523	68589	66429
1524	68635	66384
1525	68688	66347
1526	68737	66307
1527	68785	66265
1528	68830	66219
1529	68884	66182
1530	68931	66139
1531	68976	66095
1532	69025	66053
1533	69073	66011
1534	69117	65965
1535	69161	65919
1536	69205	65873
1537	69247	65825
1538	69295	65783
1539	69338	65736
1540	69385	65693
1541	69434	65651
1542	69482	65610
1543	69529	65567
1544	69571	65518
1545	69621	65478
1546	69669	65436
1547	69718	65394
1548	69763	65350
1549	69809	65305
1550	69858	65264
1551	69900	65216
1552	69949	65175
1553	69992	65128
1554	70040	65085
1555	70088	65043
1556	70135	65000
1557	70177	64952
1558	70224	64909
1559	70273	64868
1560	70319	64823
1561	70368	64782
1562	70411	64735
1563	70460	64693
1564	70510	64653
1565	70562	64614
1566	70614	64576
1567	70663	64534
1568	70712	64493
1569	70763	64453
1570	70806	64406
1571	70857	64366
1572	70901	64320
1573	70948	64276
1574	70994	64233
1575	71045	64192
1576	71092	64150
1577	71139	64106
1578	71177	64055
1579	71223	64011
1580	71272	63969
1581	71321	63927
1582	71371	63887
1583	71416	63842
1584	71468	63803
1585	71517	63761
1586	71566	63720
1587	71616	63679
1588	71666	63638
1589	71714	63596
1590	71761	63552
1591	71808	63509
1592	71858	63468
1593	71905	63424
1594	71947	63377
1595	71995	63334
1596	72039	63287
1597	72085	63244
1598	72129	63198
1599	72171	63150
1600	72216	63104
1601	72263	63061
1602	72310	63017
1603	72343	62962
1604	72384	62913
1605	72424	62864
1606	72467	62817
1607	72514	62774
1608	72561	62730
1609	72606	62684
1610	72653	62642
1611	72701	62599
1612	72734	62543
1613	72783	62502
1614	72828	62456
1615	72870	62408
1616	72917	62365
1617	72961	62319
1618	73006	62274
1619	73049	62227
1620	73093	62181
1621	73136	62134
1622	73178	62086
1623	73225	62043
1624	73271	61998
1625	73314	61952
1626	73362	61909
1627	73406	61863
1628	73448	61815
1629	73498	61774
1630	73543	61729
1631	73587	61683
1632	73632	61638
1633	73676	61592
1634	73724	61549
1635	73764	61500
1636	73812	61457
1637	73856	61411
1638	73902	61367
1639	73947	61321
1640	73987	61273
1641	74036	61230
1642	74078	61183
1643	74122	61137
1644	74173	61097
1645	74221	61054
1646	74288	61027
1647	74344	60991
1648	74401	60955
1649	74450	60914
1650	74505	60876
1651	74554	60835
1652	74600	60790
1653	74648	60747
1654	74700	60708
1655	74753	60669
1656	74806	60630
1657	74865	60596
1658	74909	60550
1659	74988	60532
1660	75033	60487
1661	75084	60447
1662	75128	60401
1663	75171	60353
1664	75215	60308
1665	75261	60263
