iter	Passed	Remaining
1666	75305	60217
1667	75369	60187
1668	75421	60147
1669	75472	60106
1670	75524	60067
1671	75574	60025
1672	75633	59991
1673	75689	59955
1674	75742	59915
1675	75804	59884
1676	75864	59850
1677	75924	59816
1678	75960	59764
1679	76008	59720
1680	76060	59680
1681	76104	59634
1682	76154	59592
1683	76204	59551
1684	76253	59509
1685	76302	59467
1686	76349	59422
1687	76395	59378
1688	76444	59336
1689	76492	59293
1690	76541	59250
1691	76590	59208
1692	76636	59163
1693	76679	59116
1694	76727	59073
1695	76773	59028
1696	76819	58983
1697	76866	58940
1698	76913	58896
1699	76956	58849
1700	77004	58805
1701	77050	58761
1702	77108	58725
1703	77158	58683
1704	77200	58636
1705	77249	58593
1706	77289	58544
1707	77336	58500
1708	77382	58455
1709	77429	58412
1710	77479	58369
1711	77526	58326
1712	77577	58285
1713	77629	58244
1714	77668	58194
1715	77715	58151
1716	77765	58108
1717	77810	58063
1718	77857	58019
1719	77906	57976
1720	77955	57934
1721	78005	57892
1722	78050	57847
1723	78099	57804
1724	78146	57760
1725	78185	57710
1726	78234	57667
1727	78282	57624
1728	78331	57581
1729	78377	57537
1730	78421	57490
1731	78461	57441
1732	78508	57397
1733	78552	57351
1734	78588	57299
1735	78634	57254
1736	78682	57211
1737	78727	57165
1738	78773	57120
1739	78816	57074
1740	78851	57021
1741	78895	56974
1742	78938	56927
1743	78982	56881
1744	79026	56835
1745	79069	56788
1746	79110	56740
1747	79152	56692
1748	79195	56645
1749	79243	56602
1750	79289	56557
1751	79334	56512
1752	79377	56465
1753	79420	56418
1754	79466	56373
1755	79514	56330
1756	79555	56281
1757	79603	56238
1758	79655	56198
1759	79708	56158
1760	79779	56131
1761	79836	56094
1762	79886	56052
1763	79936	56009
1764	79984	55966
1765	80033	55923
1766	80084	55882
1767	80133	55839
1768	80181	55796
1769	80228	55752
1770	80278	55709
1771	80322	55663
1772	80371	55620
1773	80420	55578
1774	80474	55538
1775	80524	55496
1776	80582	55459
1777	80629	55415
1778	80685	55377
1779	80746	55343
1780	80816	55314
1781	80898	55294
1782	80970	55267
1783	81026	55229
1784	81089	55195
1785	81128	55145
1786	81190	55111
1787	81250	55076
1788	81304	55036
1789	81363	54999
1790	81416	54959
1791	81464	54916
1792	81519	54876
1793	81573	54837
1794	81626	54796
1795	81682	54758
1796	81742	54722
1797	81807	54689
1798	81868	54654
1799	81918	54612
1800	81967	54569
1801	82012	54523
1802	82066	54483
1803	82114	54439
1804	82162	54395
1805	82208	54350
1806	82254	54305
1807	82295	54256
1808	82340	54211
1809	82382	54163
1810	82430	54119
1811	82477	54074
1812	82530	54033
1813	82579	53990
1814	82623	53944
1815	82672	53901
1816	82717	53855
1817	82759	53807
1818	82826	53775
1819	82896	53746
1820	82967	53717
1821	83036	53686
1822	83116	53663
1823	83188	53634
1824	83256	53603
1825	83326	53573
1826	83382	53534
1827	83432	53491
1828	83481	53448
1829	83527	53402
1830	83573	53357
1831	83615	53309
1832	83660	53263
1833	83706	53218
1834	83752	53172
1835	83798	53127
1836	83846	53083
1837	83890	53036
1838	83935	52990
1839	83982	52945
1840	84024	52897
1841	84067	52850
1842	84112	52804
1843	84156	52757
1844	84203	52712
1845	84243	52663
1846	84294	52621
1847	84367	52592
1848	84437	52562
1849	84509	52533
1850	84565	52493
1851	84619	52453
1852	84675	52413
1853	84737	52378
1854	84803	52344
1855	84864	52308
1856	84925	52272
1857	84980	52232
1858	85037	52193
1859	85094	52154
1860	85143	52110
1861	85191	52066
1862	85238	52021
1863	85282	51974
1864	85317	51922
1865	85359	51874
1866	85401	51826
1867	85449	51782
1868	85497	51737
1869	85539	51689
1870	85586	51644
1871	85631	51598
1872	85673	51550
1873	85714	51501
1874	85759	51455
1875	85804	51409
1876	85846	51361
1877	85893	51316
1878	85937	51269
1879	85979	51221
1880	86026	51177
1881	86060	51124
1882	86105	51078
1883	86150	51032
1884	86194	50985
1885	86234	50936
1886	86280	50890
1887	86326	50845
1888	86374	50800
1889	86418	50753
1890	86461	50706
1891	86508	50661
1892	86551	50614
1893	86601	50571
1894	86638	50520
1895	86683	50474
1896	86728	50428
1897	86773	50381
1898	86817	50335
1899	86864	50289
1900	86907	50242
1901	86955	50198
1902	87001	50152
1903	87047	50107
1904	87088	50058
1905	87135	50013
1906	87175	49964
1907	87225	49921
1908	87271	49875
1909	87314	49828
1910	87355	49780
1911	87402	49735
1912	87447	49689
1913	87492	49643
1914	87535	49595
1915	87578	49548
1916	87621	49501
1917	87665	49454
1918	87712	49409
1919	87758	49364
1920	87803	49318
1921	87847	49271
1922	87889	49223
1923	87935	49178
1924	87983	49133
1925	88029	49088
1926	88071	49040
1927	88118	48995
1928	88156	48945
1929	88199	48898
1930	88244	48851
1931	88287	48804
1932	88327	48755
1933	88374	48710
1934	88420	48665
1935	88467	48620
1936	88511	48573
1937	88558	48529
1938	88603	48482
1939	88645	48435
1940	88688	48388
1941	88734	48342
1942	88777	48295
1943	88822	48249
1944	88863	48200
1945	88906	48153
1946	88949	48106
1947	88991	48058
1948	89039	48014
1949	89083	47968
1950	89124	47919
1951	89166	47872
1952	89213	47827
1953	89258	47781
1954	89300	47733
1955	89346	47687
1956	89390	47641
1957	89432	47593
1958	89477	47547
1959	89519	47500
1960	89562	47452
1961	89605	47406
1962	89652	47360
1963	89695	47313
1964	89736	47265
1965	89784	47221
1966	89828	47174
1967	89872	47128
1968	89918	47082
1969	89963	47036
1970	90007	46990
1971	90048	46942
1972	90096	46897
1973	90139	46850
1974	90181	46802
1975	90226	46757
1976	90268	46709
1977	90316	46665
1978	90361	46619
1979	90404	46572
1980	90451	46527
1981	90492	46479
1982	90539	46434
1983	90583	46387
1984	90626	46340
1985	90667	46292
1986	90721	46251
1987	90768	46206
1988	90813	46160
1989	90857	46113
1990	90903	46068
1991	90948	46022
1992	90989	45974
1993	91035	45928
1994	91081	45883
1995	91122	45835
1996	91165	45787
1997	91208	45740
1998	91248	45692
1999	91294	45647
2000	91339	45601
2001	91385	45555
2002	91445	45517
2003	91490	45471
2004	91533	45424
2005	91574	45376
2006	91620	45331
2007	91666	45285
2008	91709	45238
2009	91751	45190
2010	91796	45144
2011	91836	45096
2012	91883	45051
2013	91931	45007
2014	91975	44960
2015	92019	44914
2016	92062	44867
2017	92107	44821
2018	92153	44776
2019	92196	44729
2020	92242	44683
2021	92284	44636
2022	92331	44591
2023	92373	44543
2024	92420	44498
2025	92467	44453
2026	92492	44398
2027	92535	44351
2028	92580	44305
2029	92624	44259
2030	92671	44213
2031	92713	44166
2032	92755	44119
2033	92802	44074
2034	92848	44028
2035	92890	43981
2036	92932	43934
2037	92980	43889
2038	93021	43842
2039	93066	43796
2040	93109	43749
2041	93152	43702
2042	93201	43658
2043	93245	43611
2044	93289	43565
2045	93331	43518
2046	93377	43472
2047	93423	43427
2048	93466	43380
2049	93512	43335
2050	93559	43289
2051	93605	43244
2052	93648	43197
2053	93691	43150
2054	93738	43106
2055	93782	43059
2056	93826	43013
2057	93870	42967
2058	93915	42921
2059	93958	42874
2060	94006	42829
2061	94050	42783
2062	94094	42737
2063	94135	42689
2064	94182	42644
2065	94223	42596
2066	94270	42551
2067	94314	42505
2068	94355	42457
2069	94403	42413
2070	94452	42369
2071	94496	42322
2072	94545	42278
2073	94588	42231
2074	94628	42183
2075	94675	42138
2076	94717	42091
2077	94759	42044
2078	94801	41997
2079	94846	41951
2080	94886	41903
2081	94937	41860
2082	94980	41813
2083	95027	41768
2084	95072	41722
2085	95114	41675
2086	95159	41629
2087	95199	41581
2088	95246	41536
2089	95293	41491
2090	95337	41445
2091	95379	41398
2092	95427	41353
2093	95470	41306
2094	95516	41261
2095	95560	41214
2096	95606	41169
2097	95647	41122
2098	95695	41077
2099	95740	41031
2100	95781	40984
2101	95835	40941
2102	95881	40896
2103	95928	40851
2104	95975	40806
2105	96020	40760
2106	96061	40713
2107	96109	40668
2108	96155	40623
2109	96200	40577
2110	96245	40531
2111	96290	40485
2112	96335	40439
2113	96375	40392
2114	96422	40346
2115	96465	40300
2116	96514	40256
2117	96560	40210
2118	96604	40164
2119	96651	40119
2120	96695	40073
2121	96720	40019
2122	96766	39973
2123	96808	39926
2124	96854	39881
2125	96896	39834
2126	96943	39789
2127	96987	39742
2128	97032	39697
2129	97078	39651
2130	97126	39606
2131	97172	39561
2132	97219	39516
2133	97262	39470
2134	97305	39423
2135	97352	39378
2136	97394	39331
2137	97445	39288
2138	97490	39242
2139	97532	39195
2140	97577	39149
2141	97619	39102
2142	97660	39055
2143	97707	39010
2144	97750	38963
2145	97797	38918
2146	97840	38872
2147	97883	38825
2148	97931	38780
2149	97977	38735
2150	98021	38689
2151	98066	38643
2152	98107	38596
2153	98154	38551
2154	98198	38504
2155	98245	38459
2156	98288	38413
2157	98333	38367
2158	98380	38322
2159	98426	38277
2160	98469	38230
2161	98515	38184
2162	98558	38138
2163	98604	38093
2164	98648	38046
2165	98691	38000
2166	98742	37956
2167	98787	37911
2168	98830	37864
2169	98872	37817
2170	98921	37773
2171	98961	37725
2172	99009	37681
2173	99052	37634
2174	99093	37587
2175	99136	37540
2176	99180	37494
2177	99223	37447
2178	99270	37403
2179	99316	37357
2180	99362	37312
2181	99407	37266
2182	99449	37219
2183	99492	37173
2184	99535	37126
2185	99576	37079
2186	99624	37034
2187	99669	36988
2188	99713	36942
2189	99757	36896
2190	99807	36852
2191	99850	36806
2192	99893	36759
2193	99938	36714
2194	99983	36668
2195	100030	36623
2196	100074	36577
2197	100117	36530
2198	100159	36483
2199	100204	36438
2200	100247	36391
2201	100293	36346
2202	100340	36301
2203	100384	36255
2204	100437	36212
2205	100480	36165
2206	100526	36120
2207	100569	36073
2208	100612	36027
2209	100658	35981
2210	100704	35936
2211	100753	35892
2212	100793	35844
2213	100842	35800
2214	100888	35754
2215	100933	35709
2216	100980	35664
2217	101014	35614
2218	101058	35568
2219	101101	35522
2220	101142	35475
2221	101187	35429
2222	101229	35382
2223	101270	35335
2224	101311	35288
2225	101359	35243
2226	101387	35191
2227	101430	35145
2228	101470	35098
2229	101515	35052
2230	101555	35004
2231	101602	34960
2232	101649	34914
2233	101694	34869
2234	101739	34823
2235	101784	34778
2236	101830	34732
2237	101875	34686
2238	101923	34642
2239	101968	34596
2240	102016	34551
2241	102062	34506
2242	102107	34460
2243	102151	34414
2244	102182	34364
2245	102227	34318
2246	102270	34272
2247	102313	34225
2248	102357	34179
2249	102401	34133
2250	102445	34087
2251	102489	34041
2252	102539	33997
2253	102584	33951
2254	102627	33905
2255	102668	33858
2256	102715	33813
2257	102759	33767
2258	102803	33721
2259	102846	33675
2260	102893	33630
2261	102939	33585
2262	102982	33538
2263	103024	33492
2264	103066	33445
2265	103111	33399
2266	103155	33353
2267	103197	33307
2268	103246	33262
2269	103288	33216
2270	103336	33171
2271	103363	33120
2272	103408	33074
2273	103450	33027
2274	103499	32983
2275	103543	32937
2276	103588	32891
2277	103633	32845
2278	103676	32799
2279	103721	32754
2280	103765	32708
2281	103807	32661
2282	103849	32615
2283	103886	32566
2284	103931	32521
2285	103975	32475
2286	104009	32426
2287	104055	32381
2288	104097	32334
2289	104142	32288
2290	104183	32241
2291	104229	32196
2292	104271	32150
2293	104300	32099
2294	104343	32053
2295	104391	32008
2296	104436	31963
2297	104481	31917
2298	104527	31871
2299	104574	31826
2300	104616	31780
2301	104666	31736
2302	104709	31690
2303	104757	31645
2304	104802	31599
2305	104847	31554
2306	104893	31509
2307	104934	31462
2308	104979	31416
2309	105020	31369
2310	105054	31320
2311	105096	31274
2312	105141	31228
2313	105183	31182
2314	105230	31137
2315	105274	31091
2316	105314	31044
2317	105362	30999
2318	105408	30954
2319	105452	30908
2320	105495	30862
2321	105542	30817
2322	105572	30767
2323	105613	30720
2324	105654	30674
2325	105695	30627
2326	105742	30582
2327	105782	30535
2328	105827	30489
2329	105869	30443
2330	105917	30398
2331	105965	30353
2332	106010	30308
2333	106035	30257
2334	106079	30211
2335	106125	30165
2336	106167	30119
2337	106215	30074
2338	106261	30029
2339	106305	29983
2340	106345	29936
2341	106394	29892
2342	106436	29845
2343	106481	29800
2344	106526	29754
2345	106570	29708
2346	106613	29662
2347	106660	29617
2348	106706	29572
2349	106752	29527
2350	106797	29481
2351	106841	29435
2352	106885	29389
2353	106933	29345
2354	106978	29299
2355	107019	29253
2356	107063	29207
2357	107107	29161
2358	107153	29116
2359	107198	29070
2360	107242	29024
2361	107289	28980
2362	107331	28933
2363	107381	28889
2364	107423	28843
2365	107470	28798
2366	107517	28753
2367	107560	28707
2368	107602	28660
2369	107652	28616
2370	107697	28570
2371	107738	28524
2372	107785	28479
2373	107829	28433
2374	107871	28387
2375	107918	28342
2376	107961	28296
2377	108006	28250
2378	108051	28205
2379	108093	28158
2380	108137	28113
2381	108180	28067
2382	108225	28021
2383	108273	27976
2384	108320	27931
2385	108367	27886
2386	108412	27841
2387	108455	27795
2388	108500	27749
2389	108542	27703
2390	108591	27658
2391	108637	27613
2392	108680	27567
2393	108722	27521
2394	108770	27476
2395	108816	27431
2396	108862	27385
2397	108908	27340
2398	108949	27294
2399	108994	27248
2400	109037	27202
2401	109085	27157
2402	109132	27112
2403	109176	27067
2404	109217	27020
2405	109265	26975
2406	109309	26929
2407	109357	26885
2408	109399	26839
2409	109448	26794
2410	109491	26748
2411	109534	26702
2412	109582	26657
2413	109627	26612
2414	109670	26566
2415	109718	26521
2416	109762	26475
2417	109807	26430
2418	109851	26384
2419	109901	26339
2420	109946	26294
2421	109981	26246
2422	110023	26200
2423	110066	26154
2424	110110	26108
2425	110152	26062
2426	110192	26015
2427	110240	25971
2428	110285	25925
2429	110314	25876
2430	110358	25830
2431	110399	25784
2432	110446	25739
2433	110490	25693
2434	110531	25646
2435	110578	25601
2436	110622	25556
2437	110667	25510
2438	110710	25464
2439	110756	25419
2440	110797	25373
2441	110844	25328
2442	110889	25282
2443	110936	25237
2444	110982	25192
2445	111026	25146
2446	111071	25101
2447	111113	25054
2448	111159	25009
2449	111201	24963
2450	111247	24918
2451	111293	24873
2452	111340	24828
2453	111387	24783
2454	111430	24737
2455	111473	24691
2456	111518	24645
2457	111561	24599
2458	111602	24553
2459	111649	24508
2460	111695	24463
2461	111739	24417
2462	111784	24372
2463	111827	24326
2464	111874	24281
2465	111918	24235
2466	111961	24189
2467	112004	24143
2468	112039	24095
2469	112082	24050
2470	112127	24004
2471	112169	23958
2472	112210	23912
2473	112253	23866
2474	112298	23820
2475	112338	23774
2476	112385	23729
2477	112429	23683
2478	112476	23638
2479	112521	23593
2480	112567	23547
2481	112611	23502
2482	112652	23455
2483	112700	23411
2484	112743	23365
2485	112787	23319
2486	112831	23274
2487	112878	23229
2488	112911	23181
2489	112957	23135
2490	113002	23090
2491	113048	23045
2492	113092	22999
2493	113140	22954
2494	113185	22909
2495	113228	22863
2496	113271	22817
2497	113318	22772
2498	113364	22727
2499	113409	22681
2500	113455	22636
2501	113503	22591
2502	113547	22546
2503	113592	22500
2504	113636	22455
2505	113679	22409
2506	113719	22362
2507	113768	22318
2508	113812	22272
2509	113858	22227
2510	113903	22181
2511	113950	22136
2512	113993	22091
2513	114038	22045
2514	114084	22000
2515	114127	21954
2516	114173	21909
2517	114213	21863
2518	114260	21817
2519	114306	21772
2520	114354	21727
2521	114398	21682
2522	114443	21636
2523	114487	21591
2524	114535	21546
2525	114580	21500
2526	114624	21455
2527	114669	21409
2528	114712	21363
2529	114757	21318
2530	114793	21271
2531	114835	21225
2532	114879	21179
2533	114917	21133
2534	114957	21086
2535	115001	21041
2536	115048	20996
2537	115091	20950
2538	115139	20905
2539	115185	20860
2540	115228	20814
2541	115272	20769
2542	115317	20723
2543	115365	20678
2544	115409	20633
2545	115459	20588
2546	115500	20542
2547	115544	20496
2548	115585	20450
2549	115637	20406
2550	115680	20360
2551	115718	20314
2552	115761	20268
2553	115806	20223
2554	115849	20177
2555	115896	20132
2556	115936	20086
2557	115983	20040
2558	116028	19995
2559	116072	19950
2560	116113	19903
2561	116158	19858
2562	116202	19812
2563	116247	19767
2564	116291	19721
2565	116338	19676
2566	116383	19631
2567	116429	19586
2568	116472	19540
2569	116517	19495
2570	116562	19449
2571	116605	19404
2572	116654	19359
2573	116700	19313
2574	116742	19268
2575	116785	19222
2576	116826	19176
2577	116872	19131
2578	116919	19086
2579	116959	19039
2580	117007	18994
2581	117050	18949
2582	117096	18904
2583	117141	18858
2584	117188	18813
2585	117234	18768
2586	117275	18722
2587	117324	18677
2588	117367	18631
2589	117410	18586
2590	117456	18540
2591	117499	18495
2592	117537	18448
2593	117582	18403
2594	117622	18357
2595	117670	18312
2596	117714	18266
2597	117759	18221
2598	117802	18175
2599	117850	18130
2600	117894	18085
2601	117942	18040
2602	117983	17994
2603	118029	17949
2604	118057	17901
2605	118090	17854
2606	118131	17808
2607	118173	17762
2608	118217	17716
2609	118263	17671
2610	118305	17625
2611	118348	17580
2612	118395	17535
2613	118441	17489
2614	118486	17444
2615	118531	17399
2616	118576	17353
2617	118621	17308
2618	118665	17262
2619	118693	17215
2620	118733	17169
2621	118777	17123
2622	118824	17078
2623	118860	17031
2624	118901	16985
2625	118944	16940
2626	118986	16894
2627	119028	16848
2628	119069	16802
2629	119113	16757
2630	119154	16711
2631	119200	16666
2632	119243	16620
2633	119294	16576
2634	119340	16531
2635	119381	16485
2636	119434	16440
2637	119480	16395
2638	119525	16350
2639	119572	16305
2640	119615	16259
2641	119660	16214
2642	119704	16168
2643	119748	16123
2644	119794	16078
2645	119840	16033
2646	119885	15987
2647	119929	15942
2648	119971	15896
2649	120011	15850
2650	120058	15805
2651	120097	15759
2652	120142	15714
2653	120188	15668
2654	120232	15623
2655	120277	15578
2656	120323	15532
2657	120371	15487
2658	120406	15441
2659	120440	15394
2660	120485	15349
2661	120530	15304
2662	120571	15258
2663	120616	15212
2664	120656	15166
2665	120703	15121
2666	120740	15075
2667	120781	15029
2668	120825	14984
2669	120872	14939
2670	120914	14893
2671	120960	14848
2672	121007	14803
2673	121059	14758
2674	121120	14715
2675	121168	14670
2676	121212	14625
2677	121258	14579
2678	121306	14535
2679	121349	14489
2680	121395	14444
2681	121438	14398
2682	121487	14353
2683	121532	14308
2684	121576	14263
2685	121617	14217
2686	121663	14172
2687	121706	14126
2688	121755	14081
2689	121799	14036
2690	121844	13991
2691	121885	13945
2692	121932	13900
2693	121978	13854
2694	122018	13809
2695	122062	13763
2696	122106	13718
2697	122151	13673
2698	122197	13627
2699	122242	13582
2700	122279	13536
2701	122327	13491
2702	122371	13445
2703	122416	13400
2704	122459	13355
2705	122507	13310
2706	122551	13264
2707	122595	13219
2708	122639	13173
2709	122680	13128
2710	122726	13082
2711	122767	13037
2712	122815	12992
2713	122859	12946
2714	122905	12901
2715	122948	12856
2716	122990	12810
2717	123032	12764
2718	123077	12719
2719	123122	12674
2720	123166	12628
2721	123208	12583
2722	123258	12538
2723	123295	12492
2724	123337	12446
2725	123380	12401
2726	123419	12355
2727	123465	12310
2728	123508	12264
2729	123550	12219
2730	123595	12174
2731	123639	12128
2732	123687	12083
2733	123731	12038
2734	123778	11993
2735	123824	11947
2736	123868	11902
2737	123912	11857
2738	123954	11811
2739	123991	11765
2740	124033	11720
2741	124077	11674
2742	124120	11629
2743	124165	11583
2744	124211	11538
2745	124256	11493
2746	124282	11446
2747	124330	11401
2748	124378	11356
2749	124423	11311
2750	124466	11265
2751	124510	11220
2752	124557	11175
2753	124600	11129
2754	124648	11084
2755	124694	11039
2756	124740	10994
2757	124783	10949
2758	124826	10903
2759	124872	10858
2760	124916	10813
2761	124962	10767
2762	125008	10722
2763	125052	10677
2764	125096	10632
2765	125140	10586
2766	125186	10541
2767	125231	10496
2768	125277	10451
2769	125323	10405
2770	125369	10360
2771	125411	10315
2772	125455	10269
2773	125501	10224
2774	125535	10178
2775	125578	10133
2776	125620	10087
2777	125654	10041
2778	125697	9996
2779	125741	9950
2780	125788	9905
2781	125834	9860
2782	125875	9814
2783	125920	9769
2784	125960	9724
2785	126009	9679
2786	126053	9633
2787	126094	9588
2788	126140	9543
2789	126183	9497
2790	126229	9452
2791	126271	9407
2792	126320	9362
2793	126361	9316
2794	126405	9271
2795	126447	9225
2796	126492	9180
2797	126536	9135
2798	126576	9089
2799	126623	9044
2800	126667	8999
2801	126711	8953
2802	126761	8909
2803	126815	8864
2804	126861	8819
2805	126908	8774
2806	126954	8728
2807	126998	8683
2808	127042	8638
2809	127088	8593
2810	127132	8547
2811	127179	8502
2812	127224	8457
2813	127268	8412
2814	127314	8367
2815	127354	8321
2816	127401	8276
2817	127444	8230
2818	127484	8185
2819	127533	8140
2820	127575	8095
2821	127619	8049
2822	127664	8004
2823	127709	7959
2824	127751	7913
2825	127799	7868
2826	127843	7823
2827	127887	7778
2828	127933	7732
2829	127976	7687
2830	128019	7642
2831	128062	7596
2832	128106	7551
2833	128149	7506
2834	128192	7460
2835	128237	7415
2836	128280	7370
2837	128328	7325
2838	128362	7279
2839	128406	7234
2840	128447	7188
2841	128494	7143
2842	128535	7098
2843	128582	7053
2844	128626	7007
2845	128662	6962
2846	128704	6916
2847	128748	6871
2848	128794	6826
2849	128835	6780
2850	128879	6735
2851	128914	6689
2852	128954	6644
2853	128989	6598
2854	129031	6553
2855	129076	6508
2856	129127	6463
2857	129173	6417
2858	129216	6372
2859	129261	6327
2860	129310	6282
2861	129358	6237
2862	129400	6192
2863	129445	6146
2864	129484	6101
2865	129530	6056
2866	129573	6010
2867	129615	5965
2868	129659	5920
2869	129699	5874
2870	129743	5829
2871	129790	5784
2872	129836	5739
2873	129882	5694
2874	129929	5649
2875	129974	5603
2876	130019	5558
2877	130064	5513
2878	130109	5468
2879	130153	5423
2880	130199	5377
2881	130244	5332
2882	130292	5287
2883	130336	5242
2884	130382	5197
2885	130422	5151
2886	130465	5106
2887	130509	5061
2888	130552	5016
2889	130592	4970
2890	130637	4925
2891	130679	4880
2892	130726	4835
2893	130771	4789
2894	130811	4744
2895	130856	4699
2896	130896	4653
2897	130943	4608
2898	130983	4563
2899	131033	4518
2900	131074	4473
2901	131132	4428
2902	131176	4383
2903	131223	4337
2904	131269	4292
2905	131315	4247
2906	131358	4202
2907	131404	4157
2908	131449	4112
2909	131493	4066
2910	131539	4021
2911	131583	3976
2912	131629	3931
2913	131674	3886
2914	131716	3840
2915	131768	3795
2916	131815	3750
2917	131859	3705
2918	131908	3660
2919	131953	3615
2920	132003	3570
2921	132045	3524
2922	132086	3479
2923	132131	3434
2924	132173	3389
2925	132214	3343
2926	132262	3298
2927	132306	3253
2928	132349	3208
2929	132380	3162
2930	132425	3117
2931	132471	3072
2932	132513	3027
2933	132558	2981
2934	132597	2936
2935	132645	2891
2936	132688	2846
2937	132729	2800
2938	132781	2755
2939	132826	2710
2940	132869	2665
2941	132915	2620
2942	132959	2575
2943	133003	2529
2944	133049	2484
2945	133093	2439
2946	133137	2394
2947	133177	2349
2948	133224	2303
2949	133272	2258
2950	133315	2213
2951	133357	2168
2952	133401	2123
2953	133443	2078
2954	133485	2032
2955	133528	1987
2956	133568	1942
2957	133612	1897
2958	133654	1851
2959	133698	1806
2960	133743	1761
2961	133785	1716
2962	133832	1671
2963	133876	1626
2964	133921	1580
2965	133965	1535
2966	134010	1490
2967	134054	1445
2968	134101	1400
2969	134148	1355
2970	134193	1309
2971	134246	1264
2972	134298	1219
2973	134347	1174
2974	134381	1129
2975	134423	1084
2976	134465	1038
2977	134506	993
2978	134550	948
2979	134595	903
2980	134638	858
2981	134685	812
2982	134730	767
2983	134783	722
2984	134824	677
2985	134865	632
2986	134911	587
2987	134952	541
2988	134999	496
2989	135045	451
2990	135089	406
2991	135134	361
2992	135178	316
2993	135223	270
2994	135270	225
2995	135311	180
2996	135354	135
2997	135394	90
2998	135442	45
2999	135483	0
